usuario,fecha,ejercicio,set,peso (kg),reps,rpe,rir,cumplió_objetivo
novato_15,2025-03-19,sentadilla,1,71.2,9,9.0,1.0,False
novato_15,2025-03-19,sentadilla,2,71.5,10,8.5,1.5,False
novato_15,2025-03-19,sentadilla,3,71.9,10,10.0,0.0,False
novato_15,2025-03-19,sentadilla,4,72.2,5,9.2,0.8,False
novato_15,2025-03-23,press banca,1,47.1,7,9.4,0.6,False
novato_15,2025-03-23,press banca,2,47.3,9,9.4,0.6,False
novato_15,2025-03-23,press banca,3,47.6,7,8.6,1.4,False
novato_15,2025-03-27,sentadilla,1,72.6,10,8.3,1.7,False
novato_15,2025-03-27,sentadilla,2,73.0,8,7.5,2.5,True
novato_15,2025-03-27,sentadilla,3,73.3,5,8.9,1.1,False
novato_15,2025-03-28,remo con barra,1,68.7,5,8.8,1.2,False
novato_15,2025-03-28,remo con barra,2,69.1,7,8.1,1.9,False
novato_15,2025-03-28,remo con barra,3,69.4,8,7.8,2.2,True
novato_16,2025-01-02,sentadilla,1,41.0,8,9.9,0.1,False
novato_16,2025-01-02,sentadilla,2,41.2,10,8.1,1.9,False
novato_16,2025-01-02,sentadilla,3,41.4,7,9.9,0.1,False
novato_16,2025-01-02,sentadilla,4,41.6,7,8.3,1.7,False
novato_16,2025-01-03,sentadilla,1,41.8,5,8.6,1.4,False
novato_16,2025-01-03,sentadilla,2,42.0,6,8.0,2.0,False
novato_16,2025-01-03,sentadilla,3,42.2,6,8.7,1.3,False
novato_16,2025-01-03,sentadilla,4,42.4,6,8.7,1.3,False
novato_16,2025-01-07,sentadilla,1,42.6,5,7.7,2.3,False
novato_16,2025-01-07,sentadilla,2,42.9,5,8.9,1.1,False
novato_16,2025-01-07,sentadilla,3,43.1,8,8.4,1.6,False
novato_16,2025-01-14,remo con barra,1,49.0,9,9.0,1.0,False
novato_16,2025-01-14,remo con barra,2,49.2,6,8.4,1.6,False
novato_16,2025-01-14,remo con barra,3,49.5,6,8.7,1.3,False
novato_16,2025-01-16,press banca,1,47.5,8,8.6,1.4,False
novato_16,2025-01-16,press banca,2,47.7,7,8.1,1.9,False
novato_16,2025-01-16,press banca,3,47.9,8,9.2,0.8,False
novato_16,2025-01-16,press banca,4,48.2,10,9.6,0.4,False
novato_16,2025-01-16,press banca,5,48.4,6,9.6,0.4,False
novato_16,2025-01-17,peso muerto,1,70.5,5,8.5,1.5,False
novato_16,2025-01-17,peso muerto,2,70.8,8,9.2,0.8,False
novato_16,2025-01-17,peso muerto,3,71.2,6,9.1,0.9,False
novato_16,2025-01-17,peso muerto,4,71.5,8,8.5,1.5,False
novato_16,2025-01-17,peso muerto,5,71.9,6,9.9,0.1,False
novato_16,2025-01-20,peso muerto,1,72.2,5,7.7,2.3,False
novato_16,2025-01-20,peso muerto,2,72.6,10,9.8,0.2,False
novato_16,2025-01-20,peso muerto,3,73.0,7,9.1,0.9,False
novato_16,2025-01-22,sentadilla,1,43.3,10,8.4,1.6,False
novato_16,2025-01-22,sentadilla,2,43.5,8,9.6,0.4,False
novato_16,2025-01-22,sentadilla,3,43.7,7,8.1,1.9,False
novato_16,2025-01-22,sentadilla,4,43.9,6,7.6,2.4,False
novato_16,2025-01-22,sentadilla,5,44.2,10,7.7,2.3,True
novato_16,2025-01-23,sentadilla,1,44.4,6,7.9,2.1,False
novato_16,2025-01-23,sentadilla,2,44.6,9,8.8,1.2,False
novato_16,2025-01-23,sentadilla,3,44.8,9,7.8,2.2,True
novato_16,2025-01-23,sentadilla,4,45.1,10,9.2,0.8,False
novato_16,2025-01-23,sentadilla,5,45.3,10,9.7,0.3,False
novato_16,2025-01-26,press banca,1,48.7,10,8.7,1.3,False
novato_16,2025-01-26,press banca,2,48.9,7,9.6,0.4,False
novato_16,2025-01-26,press banca,3,49.1,10,7.8,2.2,True
novato_16,2025-01-26,press banca,4,49.4,5,8.9,1.1,False
novato_16,2025-01-29,remo con barra,1,49.7,9,9.2,0.8,False
novato_16,2025-01-29,remo con barra,2,50.0,8,8.9,1.1,False
novato_16,2025-01-29,remo con barra,3,50.2,7,8.6,1.4,False
novato_16,2025-02-02,dominadas,1,0.0,7,8.7,1.3,False
novato_16,2025-02-02,dominadas,2,0.0,6,8.3,1.7,False
novato_16,2025-02-02,dominadas,3,0.0,10,9.6,0.4,False
novato_16,2025-02-02,dominadas,4,0.0,9,8.0,2.0,True
novato_16,2025-02-02,dominadas,5,0.0,9,8.1,1.9,False
novato_16,2025-02-04,sentadilla,1,45.5,9,8.2,1.8,False
novato_16,2025-02-04,sentadilla,2,45.7,8,8.3,1.7,False
novato_16,2025-02-04,sentadilla,3,46.0,8,9.0,1.0,False
novato_16,2025-02-10,sentadilla,1,46.2,6,7.6,2.4,False
novato_16,2025-02-10,sentadilla,2,46.4,7,9.3,0.7,False
novato_16,2025-02-10,sentadilla,3,46.7,9,9.7,0.3,False
novato_16,2025-02-13,peso muerto,1,73.3,7,7.9,2.1,True
novato_16,2025-02-13,peso muerto,2,73.7,8,8.6,1.4,False
novato_16,2025-02-13,peso muerto,3,74.1,7,7.8,2.2,True
novato_16,2025-02-14,dominadas,1,0.0,10,9.7,0.3,False
novato_16,2025-02-14,dominadas,2,0.0,7,8.5,1.5,False
novato_16,2025-02-14,dominadas,3,0.0,5,9.8,0.2,False
novato_16,2025-02-14,dominadas,4,0.0,8,7.8,2.2,True
novato_16,2025-02-18,remo con barra,1,50.5,10,9.5,0.5,False
novato_16,2025-02-18,remo con barra,2,50.7,9,8.2,1.8,False
novato_16,2025-02-18,remo con barra,3,51.0,9,8.1,1.9,False
novato_16,2025-02-18,remo con barra,4,51.3,6,8.6,1.4,False
novato_16,2025-02-21,dominadas,1,0.0,10,8.8,1.2,False
novato_16,2025-02-21,dominadas,2,0.0,5,9.1,0.9,False
novato_16,2025-02-21,dominadas,3,0.0,9,9.4,0.6,False
novato_16,2025-02-21,dominadas,4,0.0,9,7.7,2.3,True
novato_16,2025-02-21,dominadas,5,0.0,8,9.7,0.3,False
novato_16,2025-02-24,remo con barra,1,51.5,7,8.1,1.9,False
novato_16,2025-02-24,remo con barra,2,51.8,8,9.7,0.3,False
novato_16,2025-02-24,remo con barra,3,52.0,8,8.1,1.9,False
novato_16,2025-02-28,peso muerto,1,74.4,7,8.5,1.5,False
novato_16,2025-02-28,peso muerto,2,74.8,7,8.5,1.5,False
novato_16,2025-02-28,peso muerto,3,75.2,8,8.9,1.1,False
novato_16,2025-03-02,dominadas,1,0.0,7,7.8,2.2,True
novato_16,2025-03-02,dominadas,2,0.0,5,9.9,0.1,False
novato_16,2025-03-02,dominadas,3,0.0,10,8.6,1.4,False
novato_16,2025-03-02,dominadas,4,0.0,5,9.8,0.2,False
novato_16,2025-03-02,dominadas,5,0.0,10,9.0,1.0,False
novato_16,2025-03-06,dominadas,1,0.0,7,9.7,0.3,False
novato_16,2025-03-06,dominadas,2,0.0,5,9.8,0.2,False
novato_16,2025-03-06,dominadas,3,0.0,5,8.0,2.0,False
novato_16,2025-03-08,press banca,1,49.6,5,8.3,1.7,False
novato_16,2025-03-08,press banca,2,49.9,6,9.3,0.7,False
novato_16,2025-03-08,press banca,3,50.1,5,7.6,2.4,False
novato_16,2025-03-11,sentadilla,1,46.9,5,8.4,1.6,False
novato_16,2025-03-11,sentadilla,2,47.1,10,9.2,0.8,False
novato_16,2025-03-11,sentadilla,3,47.4,9,7.7,2.3,True
novato_16,2025-03-11,sentadilla,4,47.6,9,9.9,0.1,False
novato_16,2025-03-11,sentadilla,5,47.8,5,7.7,2.3,False
novato_16,2025-03-14,press banca,1,50.4,10,9.8,0.2,False
novato_16,2025-03-14,press banca,2,50.6,8,7.9,2.1,True
novato_16,2025-03-14,press banca,3,50.9,9,8.2,1.8,False
novato_16,2025-03-14,press banca,4,51.1,6,8.5,1.5,False
novato_16,2025-03-14,press banca,5,51.4,5,8.7,1.3,False
novato_16,2025-03-15,sentadilla,1,48.1,10,8.2,1.8,False
novato_16,2025-03-15,sentadilla,2,48.3,10,9.6,0.4,False
novato_16,2025-03-15,sentadilla,3,48.6,7,8.2,1.8,False
novato_16,2025-03-17,dominadas,1,0.0,7,9.6,0.4,False
novato_16,2025-03-17,dominadas,2,0.0,6,9.5,0.5,False
novato_16,2025-03-17,dominadas,3,0.0,10,9.0,1.0,False
novato_16,2025-03-17,dominadas,4,0.0,7,9.2,0.8,False
novato_16,2025-03-17,dominadas,5,0.0,7,8.5,1.5,False
novato_16,2025-03-19,sentadilla,1,48.8,6,8.6,1.4,False
novato_16,2025-03-19,sentadilla,2,49.0,9,7.7,2.3,True
novato_16,2025-03-19,sentadilla,3,49.3,10,7.8,2.2,True
novato_16,2025-03-22,press banca,1,51.7,7,8.7,1.3,False
novato_16,2025-03-22,press banca,2,51.9,5,7.8,2.2,False
novato_16,2025-03-22,press banca,3,52.2,6,10.0,0.0,False
novato_16,2025-03-23,press banca,1,52.4,9,9.0,1.0,False
novato_16,2025-03-23,press banca,2,52.7,6,9.0,1.0,False
novato_16,2025-03-23,press banca,3,53.0,8,8.8,1.2,False
novato_16,2025-03-23,press banca,4,53.2,8,8.5,1.5,False
novato_16,2025-03-29,press banca,1,53.5,6,9.7,0.3,False
novato_16,2025-03-29,press banca,2,53.8,10,7.7,2.3,True
novato_16,2025-03-29,press banca,3,54.0,7,8.4,1.6,False
novato_16,2025-03-30,remo con barra,1,52.3,6,9.2,0.8,False
novato_16,2025-03-30,remo con barra,2,52.5,7,8.3,1.7,False
novato_16,2025-03-30,remo con barra,3,52.8,5,8.6,1.4,False
novato_16,2025-03-30,remo con barra,4,53.1,6,8.2,1.8,False
avanzado_17,2025-01-01,remo con barra,1,139.1,9,6.6,3.4,True
avanzado_17,2025-01-01,remo con barra,2,141.2,6,7.5,2.5,False
avanzado_17,2025-01-01,remo con barra,3,143.3,5,7.9,2.1,False
avanzado_17,2025-01-01,remo con barra,4,145.4,9,7.3,2.7,True
avanzado_17,2025-01-01,remo con barra,5,147.6,9,6.2,3.8,True
avanzado_17,2025-01-04,dominadas,1,28.5,8,7.2,2.8,True
avanzado_17,2025-01-04,dominadas,2,28.9,9,8.4,1.6,False
avanzado_17,2025-01-04,dominadas,3,29.4,5,6.3,3.7,False
avanzado_17,2025-01-08,dominadas,1,29.8,7,7.1,2.9,True
avanzado_17,2025-01-08,dominadas,2,30.2,10,7.5,2.5,True
avanzado_17,2025-01-08,dominadas,3,30.7,9,6.5,3.5,True
avanzado_17,2025-01-08,dominadas,4,31.2,9,6.4,3.6,True
avanzado_17,2025-01-11,sentadilla,1,146.1,6,6.9,3.1,False
avanzado_17,2025-01-11,sentadilla,2,148.3,10,8.3,1.7,False
avanzado_17,2025-01-11,sentadilla,3,150.5,5,6.6,3.4,False
avanzado_17,2025-01-11,sentadilla,4,152.8,8,8.3,1.7,False
avanzado_17,2025-01-14,dominadas,1,31.6,10,6.5,3.5,True
avanzado_17,2025-01-14,dominadas,2,32.1,9,6.2,3.8,True
avanzado_17,2025-01-14,dominadas,3,32.6,5,8.4,1.6,False
avanzado_17,2025-01-14,dominadas,4,33.1,9,6.2,3.8,True
avanzado_17,2025-01-17,dominadas,1,33.6,8,8.5,1.5,False
avanzado_17,2025-01-17,dominadas,2,34.1,8,6.7,3.3,True
avanzado_17,2025-01-17,dominadas,3,34.6,9,8.4,1.6,False
avanzado_17,2025-01-20,sentadilla,1,155.1,8,6.8,3.2,True
avanzado_17,2025-01-20,sentadilla,2,157.4,9,7.1,2.9,True
avanzado_17,2025-01-20,sentadilla,3,159.7,7,7.8,2.2,True
avanzado_17,2025-01-20,sentadilla,4,162.1,9,7.7,2.3,True
avanzado_17,2025-01-20,sentadilla,5,164.6,9,6.4,3.6,True
avanzado_17,2025-01-22,dominadas,1,35.1,7,7.5,2.5,True
avanzado_17,2025-01-22,dominadas,2,35.6,7,6.4,3.6,True
avanzado_17,2025-01-22,dominadas,3,36.2,5,6.5,3.5,False
avanzado_17,2025-01-22,dominadas,4,36.7,9,8.0,2.0,True
avanzado_17,2025-01-22,dominadas,5,37.3,7,6.4,3.6,True
avanzado_17,2025-01-24,peso muerto,1,163.6,5,8.3,1.7,False
avanzado_17,2025-01-24,peso muerto,2,166.1,9,7.9,2.1,True
avanzado_17,2025-01-24,peso muerto,3,168.6,5,6.6,3.4,False
avanzado_17,2025-01-24,peso muerto,4,171.1,8,8.3,1.7,False
avanzado_17,2025-01-24,peso muerto,5,173.7,6,6.9,3.1,False
avanzado_17,2025-01-26,press banca,1,144.9,7,6.4,3.6,True
avanzado_17,2025-01-26,press banca,2,147.1,7,7.7,2.3,True
avanzado_17,2025-01-26,press banca,3,149.3,7,6.5,3.5,True
avanzado_17,2025-01-26,press banca,4,151.5,10,6.6,3.4,True
avanzado_17,2025-01-26,press banca,5,153.8,7,6.4,3.6,True
avanzado_17,2025-01-29,peso muerto,1,176.3,10,6.6,3.4,True
avanzado_17,2025-01-29,peso muerto,2,178.9,9,6.0,4.0,True
avanzado_17,2025-01-29,peso muerto,3,181.6,9,6.8,3.2,True
avanzado_17,2025-01-29,peso muerto,4,184.3,5,6.2,3.8,False
avanzado_17,2025-01-31,remo con barra,1,149.8,9,7.5,2.5,True
avanzado_17,2025-01-31,remo con barra,2,152.1,9,6.1,3.9,True
avanzado_17,2025-01-31,remo con barra,3,154.4,7,6.9,3.1,True
avanzado_17,2025-01-31,remo con barra,4,156.7,6,7.8,2.2,False
avanzado_17,2025-01-31,remo con barra,5,159.0,5,6.6,3.4,False
avanzado_17,2025-02-04,peso muerto,1,187.1,10,6.8,3.2,True
avanzado_17,2025-02-04,peso muerto,2,189.9,7,6.3,3.7,True
avanzado_17,2025-02-04,peso muerto,3,192.8,5,8.4,1.6,False
avanzado_17,2025-02-06,remo con barra,1,161.4,10,6.5,3.5,True
avanzado_17,2025-02-06,remo con barra,2,163.8,6,6.6,3.4,False
avanzado_17,2025-02-06,remo con barra,3,166.3,9,7.6,2.4,True
avanzado_17,2025-02-06,remo con barra,4,168.8,8,7.5,2.5,True
avanzado_17,2025-02-08,dominadas,1,37.8,8,6.3,3.7,True
avanzado_17,2025-02-08,dominadas,2,38.4,7,6.4,3.6,True
avanzado_17,2025-02-08,dominadas,3,39.0,7,8.0,2.0,True
avanzado_17,2025-02-08,dominadas,4,39.5,9,6.2,3.8,True
avanzado_17,2025-02-14,peso muerto,1,195.6,10,8.4,1.6,False
avanzado_17,2025-02-14,peso muerto,2,198.6,6,6.6,3.4,False
avanzado_17,2025-02-14,peso muerto,3,201.6,7,6.2,3.8,True
avanzado_17,2025-02-16,press banca,1,156.1,7,6.7,3.3,True
avanzado_17,2025-02-16,press banca,2,158.4,6,6.2,3.8,False
avanzado_17,2025-02-16,press banca,3,160.8,6,8.1,1.9,False
avanzado_17,2025-02-21,dominadas,1,40.1,8,7.6,2.4,True
avanzado_17,2025-02-21,dominadas,2,40.7,9,6.9,3.1,True
avanzado_17,2025-02-21,dominadas,3,41.3,10,6.6,3.4,True
avanzado_17,2025-02-21,dominadas,4,42.0,5,8.0,2.0,False
avanzado_17,2025-02-21,dominadas,5,42.6,8,7.1,2.9,True
avanzado_17,2025-02-25,peso muerto,1,204.6,6,7.7,2.3,False
avanzado_17,2025-02-25,peso muerto,2,207.6,10,7.7,2.3,True
avanzado_17,2025-02-25,peso muerto,3,210.8,5,6.5,3.5,False
avanzado_17,2025-02-25,peso muerto,4,213.9,5,7.6,2.4,False
avanzado_17,2025-02-28,press banca,1,163.2,6,6.6,3.4,False
avanzado_17,2025-02-28,press banca,2,165.7,10,8.4,1.6,False
avanzado_17,2025-02-28,press banca,3,168.1,10,8.1,1.9,False
avanzado_17,2025-02-28,press banca,4,170.7,10,8.0,2.0,True
avanzado_17,2025-03-02,dominadas,1,43.2,9,8.0,2.0,True
avanzado_17,2025-03-02,dominadas,2,43.9,5,6.4,3.6,False
avanzado_17,2025-03-02,dominadas,3,44.5,6,7.0,3.0,False
avanzado_17,2025-03-02,dominadas,4,45.2,6,8.3,1.7,False
avanzado_17,2025-03-02,dominadas,5,45.9,8,6.0,4.0,True
avanzado_17,2025-03-05,remo con barra,1,171.3,6,7.2,2.8,False
avanzado_17,2025-03-05,remo con barra,2,173.9,9,7.5,2.5,True
avanzado_17,2025-03-05,remo con barra,3,176.5,7,6.4,3.6,True
avanzado_17,2025-03-09,remo con barra,1,179.1,9,8.3,1.7,False
avanzado_17,2025-03-09,remo con barra,2,181.8,5,6.7,3.3,False
avanzado_17,2025-03-09,remo con barra,3,184.6,8,6.8,3.2,True
avanzado_17,2025-03-13,press banca,1,173.2,6,7.1,2.9,False
avanzado_17,2025-03-13,press banca,2,175.8,6,8.5,1.5,False
avanzado_17,2025-03-13,press banca,3,178.5,6,7.9,2.1,False
avanzado_17,2025-03-16,peso muerto,1,217.1,8,6.8,3.2,True
avanzado_17,2025-03-16,peso muerto,2,220.4,8,7.8,2.2,True
avanzado_17,2025-03-16,peso muerto,3,223.7,6,7.5,2.5,False
avanzado_17,2025-03-16,peso muerto,4,227.1,6,6.7,3.3,False
avanzado_17,2025-03-16,peso muerto,5,230.5,9,8.2,1.8,False
avanzado_17,2025-03-18,sentadilla,1,167.0,10,6.3,3.7,True
avanzado_17,2025-03-18,sentadilla,2,169.5,9,8.0,2.0,True
avanzado_17,2025-03-18,sentadilla,3,172.1,9,7.2,2.8,True
avanzado_17,2025-03-21,peso muerto,1,233.9,10,8.3,1.7,False
avanzado_17,2025-03-21,peso muerto,2,237.4,10,7.9,2.1,True
avanzado_17,2025-03-21,peso muerto,3,241.0,10,8.4,1.6,False
avanzado_17,2025-03-24,dominadas,1,46.6,10,6.4,3.6,True
avanzado_17,2025-03-24,dominadas,2,47.3,7,7.8,2.2,True
avanzado_17,2025-03-24,dominadas,3,48.0,7,7.4,2.6,True
avanzado_17,2025-03-25,remo con barra,1,187.3,8,6.8,3.2,True
avanzado_17,2025-03-25,remo con barra,2,190.1,10,7.7,2.3,True
avanzado_17,2025-03-25,remo con barra,3,193.0,5,6.7,3.3,False
avanzado_17,2025-03-25,remo con barra,4,195.9,6,7.0,3.0,False
avanzado_17,2025-03-25,remo con barra,5,198.8,6,6.5,3.5,False
avanzado_17,2025-03-28,dominadas,1,48.7,5,6.0,4.0,False
avanzado_17,2025-03-28,dominadas,2,49.4,7,6.2,3.8,True
avanzado_17,2025-03-28,dominadas,3,50.2,8,6.4,3.6,True
avanzado_17,2025-03-28,dominadas,4,50.9,8,6.4,3.6,True
avanzado_17,2025-03-31,sentadilla,1,174.7,6,6.6,3.4,False
avanzado_17,2025-03-31,sentadilla,2,177.3,6,6.9,3.1,False
avanzado_17,2025-03-31,sentadilla,3,180.0,8,6.6,3.4,True
avanzado_17,2025-03-31,sentadilla,4,182.7,9,8.2,1.8,False
intermedio_18,2025-01-02,peso muerto,1,120.0,9,8.7,1.3,False
intermedio_18,2025-01-02,peso muerto,2,121.2,9,6.9,3.1,True
intermedio_18,2025-01-02,peso muerto,3,122.4,5,8.7,1.3,False
intermedio_18,2025-01-02,peso muerto,4,123.6,10,6.7,3.3,True
intermedio_18,2025-01-02,peso muerto,5,124.9,9,7.4,2.6,True
intermedio_18,2025-01-05,press banca,1,84.8,7,8.1,1.9,False
intermedio_18,2025-01-05,press banca,2,85.6,5,7.2,2.8,False
intermedio_18,2025-01-05,press banca,3,86.5,10,7.7,2.3,True
intermedio_18,2025-01-05,press banca,4,87.3,7,7.3,2.7,True
intermedio_18,2025-01-05,press banca,5,88.2,6,8.8,1.2,False
intermedio_18,2025-01-07,peso muerto,1,126.1,8,8.5,1.5,False
intermedio_18,2025-01-07,peso muerto,2,127.4,5,8.2,1.8,False
intermedio_18,2025-01-07,peso muerto,3,128.6,7,8.6,1.4,False
intermedio_18,2025-01-10,sentadilla,1,106.7,9,7.7,2.3,True
intermedio_18,2025-01-10,sentadilla,2,107.8,6,8.3,1.7,False
intermedio_18,2025-01-10,sentadilla,3,108.9,5,7.9,2.1,False
intermedio_18,2025-01-10,sentadilla,4,110.0,9,6.5,3.5,True
intermedio_18,2025-01-10,sentadilla,5,111.1,10,7.7,2.3,True
intermedio_18,2025-01-13,press banca,1,89.1,8,7.2,2.8,True
intermedio_18,2025-01-13,press banca,2,90.0,8,7.9,2.1,True
intermedio_18,2025-01-13,press banca,3,90.9,7,8.9,1.1,False
intermedio_18,2025-01-13,press banca,4,91.8,10,7.6,2.4,True
intermedio_18,2025-01-17,dominadas,1,8.5,8,9.0,1.0,False
intermedio_18,2025-01-17,dominadas,2,8.6,10,8.5,1.5,False
intermedio_18,2025-01-17,dominadas,3,8.7,6,7.4,2.6,False
intermedio_18,2025-01-19,dominadas,1,8.8,10,6.8,3.2,True
intermedio_18,2025-01-19,dominadas,2,8.9,10,8.8,1.2,False
intermedio_18,2025-01-19,dominadas,3,9.0,7,6.9,3.1,True
intermedio_18,2025-01-19,dominadas,4,9.1,8,7.6,2.4,True
intermedio_18,2025-01-19,dominadas,5,9.2,8,7.3,2.7,True
intermedio_18,2025-01-26,dominadas,1,9.2,10,6.9,3.1,True
intermedio_18,2025-01-26,dominadas,2,9.3,8,6.9,3.1,True
intermedio_18,2025-01-26,dominadas,3,9.4,7,6.9,3.1,True
intermedio_18,2025-01-27,press banca,1,92.7,8,7.2,2.8,True
intermedio_18,2025-01-27,press banca,2,93.6,6,6.6,3.4,False
intermedio_18,2025-01-27,press banca,3,94.6,9,8.8,1.2,False
intermedio_18,2025-01-30,dominadas,1,9.5,7,8.2,1.8,False
intermedio_18,2025-01-30,dominadas,2,9.6,8,7.2,2.8,True
intermedio_18,2025-01-30,dominadas,3,9.7,8,7.0,3.0,True
intermedio_18,2025-02-02,press banca,1,95.5,5,7.7,2.3,False
intermedio_18,2025-02-02,press banca,2,96.5,10,7.3,2.7,True
intermedio_18,2025-02-02,press banca,3,97.4,10,7.4,2.6,True
intermedio_18,2025-02-02,press banca,4,98.4,5,6.9,3.1,False
intermedio_18,2025-02-05,peso muerto,1,129.9,5,7.1,2.9,False
intermedio_18,2025-02-05,peso muerto,2,131.2,5,6.7,3.3,False
intermedio_18,2025-02-05,peso muerto,3,132.5,8,8.8,1.2,False
intermedio_18,2025-02-05,peso muerto,4,133.9,8,7.6,2.4,True
intermedio_18,2025-02-05,peso muerto,5,135.2,9,6.9,3.1,True
intermedio_18,2025-02-06,remo con barra,1,73.0,6,8.1,1.9,False
intermedio_18,2025-02-06,remo con barra,2,73.7,8,8.1,1.9,False
intermedio_18,2025-02-06,remo con barra,3,74.5,5,8.6,1.4,False
intermedio_18,2025-02-09,peso muerto,1,136.6,5,7.6,2.4,False
intermedio_18,2025-02-09,peso muerto,2,137.9,9,6.9,3.1,True
intermedio_18,2025-02-09,peso muerto,3,139.3,9,7.0,3.0,True
intermedio_18,2025-02-12,sentadilla,1,112.2,10,7.5,2.5,True
intermedio_18,2025-02-12,sentadilla,2,113.3,10,6.6,3.4,True
intermedio_18,2025-02-12,sentadilla,3,114.4,7,7.2,2.8,True
intermedio_18,2025-02-12,sentadilla,4,115.6,6,7.5,2.5,False
intermedio_18,2025-02-13,peso muerto,1,140.7,10,6.9,3.1,True
intermedio_18,2025-02-13,peso muerto,2,142.1,5,8.2,1.8,False
intermedio_18,2025-02-13,peso muerto,3,143.5,6,8.0,2.0,False
intermedio_18,2025-02-13,peso muerto,4,145.0,10,8.2,1.8,False
intermedio_18,2025-02-15,peso muerto,1,146.4,10,7.7,2.3,True
intermedio_18,2025-02-15,peso muerto,2,147.9,8,8.8,1.2,False
intermedio_18,2025-02-15,peso muerto,3,149.4,6,8.5,1.5,False
intermedio_18,2025-02-15,peso muerto,4,150.8,8,8.8,1.2,False
intermedio_18,2025-02-18,dominadas,1,9.8,8,6.9,3.1,True
intermedio_18,2025-02-18,dominadas,2,9.9,9,8.6,1.4,False
intermedio_18,2025-02-18,dominadas,3,10.0,6,8.2,1.8,False
intermedio_18,2025-02-18,dominadas,4,10.1,8,8.9,1.1,False
intermedio_18,2025-02-21,dominadas,1,10.2,8,8.7,1.3,False
intermedio_18,2025-02-21,dominadas,2,10.3,6,7.8,2.2,False
intermedio_18,2025-02-21,dominadas,3,10.4,6,6.5,3.5,False
intermedio_18,2025-02-21,dominadas,4,10.5,7,7.9,2.1,True
intermedio_18,2025-02-24,remo con barra,1,75.2,6,8.0,2.0,False
intermedio_18,2025-02-24,remo con barra,2,76.0,5,8.0,2.0,False
intermedio_18,2025-02-24,remo con barra,3,76.7,5,8.8,1.2,False
intermedio_18,2025-02-27,remo con barra,1,77.5,9,8.5,1.5,False
intermedio_18,2025-02-27,remo con barra,2,78.3,10,7.3,2.7,True
intermedio_18,2025-02-27,remo con barra,3,79.1,8,8.7,1.3,False
intermedio_18,2025-02-27,remo con barra,4,79.8,7,8.6,1.4,False
intermedio_18,2025-02-27,remo con barra,5,80.6,10,7.2,2.8,True
intermedio_18,2025-03-01,press banca,1,99.4,10,8.3,1.7,False
intermedio_18,2025-03-01,press banca,2,100.4,10,8.7,1.3,False
intermedio_18,2025-03-01,press banca,3,101.4,5,7.5,2.5,False
intermedio_18,2025-03-01,press banca,4,102.4,10,8.9,1.1,False
intermedio_18,2025-03-03,sentadilla,1,116.7,8,8.3,1.7,False
intermedio_18,2025-03-03,sentadilla,2,117.9,7,6.8,3.2,True
intermedio_18,2025-03-03,sentadilla,3,119.1,10,8.0,2.0,True
intermedio_18,2025-03-04,sentadilla,1,120.3,9,8.6,1.4,False
intermedio_18,2025-03-04,sentadilla,2,121.5,8,8.7,1.3,False
intermedio_18,2025-03-04,sentadilla,3,122.7,6,8.1,1.9,False
intermedio_18,2025-03-04,sentadilla,4,123.9,7,7.5,2.5,True
intermedio_18,2025-03-04,sentadilla,5,125.2,5,6.8,3.2,False
intermedio_18,2025-03-07,peso muerto,1,152.4,6,6.7,3.3,False
intermedio_18,2025-03-07,peso muerto,2,153.9,8,8.4,1.6,False
intermedio_18,2025-03-07,peso muerto,3,155.4,6,6.9,3.1,False
intermedio_18,2025-03-10,dominadas,1,10.6,8,7.3,2.7,True
intermedio_18,2025-03-10,dominadas,2,10.7,10,6.7,3.3,True
intermedio_18,2025-03-10,dominadas,3,10.8,6,7.0,3.0,False
intermedio_18,2025-03-13,peso muerto,1,157.0,5,8.5,1.5,False
intermedio_18,2025-03-13,peso muerto,2,158.5,7,7.8,2.2,True
intermedio_18,2025-03-13,peso muerto,3,160.1,7,7.0,3.0,True
intermedio_18,2025-03-15,remo con barra,1,81.4,7,8.5,1.5,False
intermedio_18,2025-03-15,remo con barra,2,82.3,8,8.7,1.3,False
intermedio_18,2025-03-15,remo con barra,3,83.1,9,6.8,3.2,True
intermedio_18,2025-03-17,remo con barra,1,83.9,10,7.7,2.3,True
intermedio_18,2025-03-17,remo con barra,2,84.8,5,6.5,3.5,False
intermedio_18,2025-03-17,remo con barra,3,85.6,10,8.4,1.6,False
intermedio_18,2025-03-17,remo con barra,4,86.5,10,8.6,1.4,False
intermedio_18,2025-03-20,dominadas,1,11.0,8,6.5,3.5,True
intermedio_18,2025-03-20,dominadas,2,11.1,7,7.8,2.2,True
intermedio_18,2025-03-20,dominadas,3,11.2,5,7.0,3.0,False
intermedio_18,2025-03-20,dominadas,4,11.3,5,8.3,1.7,False
intermedio_18,2025-03-20,dominadas,5,11.4,8,8.6,1.4,False
intermedio_18,2025-03-21,sentadilla,1,126.4,5,8.8,1.2,False
intermedio_18,2025-03-21,sentadilla,2,127.7,9,7.8,2.2,True
intermedio_18,2025-03-21,sentadilla,3,128.9,9,7.4,2.6,True
intermedio_18,2025-03-21,sentadilla,4,130.2,5,7.5,2.5,False
intermedio_18,2025-03-23,remo con barra,1,87.3,8,6.7,3.3,True
intermedio_18,2025-03-23,remo con barra,2,88.2,6,7.2,2.8,False
